HeadLine,day,Dates
Nifty may open flat: ICICIdirect.com,Monday,2/24/2014
"Difficult times to trade index, look at stock: Gaba",Monday,2/24/2014
Morning cues: Nifty may consolidate as global markets mixed,Monday,2/24/2014
"Weekly wrap: Banks, cap goods, power shares lift Nifty as Budget neutral",Friday,2/21/2014
Do earnings determine share price of a company?,Friday,2/21/2014
"Sensex soars 164 pts; cement stocks zoom 6%, HCL Tech up 4%",Friday,2/21/2014
"Nifty closes above 6150; ACC, Ambuja, UltraTech rally 6%",Friday,2/21/2014
"Tata Steel & ITC up 2%, Bharti falls 1%; Nifty, Sensex soar",Friday,2/21/2014
"Sensex, Nifty maintain strong momentum; Bharti, Hero slip",Friday,2/21/2014
"Nifty hovers around 6150; Bank Nifty up 1%, ITC gains",Friday,2/21/2014
"Sensex surges 160 pts; ICICI, Axis Bank lead gainers",Friday,2/21/2014
Nifty may trade range-bound between 6020-6130: Magnum,Friday,2/21/2014
Support for Nifty at 6020: Sharekhan,Friday,2/21/2014
"Nifty reclaims 6100, Sensex strong; Shree Renuka tanks 8%",Friday,2/21/2014
Nifty may slip to 6000-5950: Mohit Gaba,Friday,2/21/2014
See flat to positive opening: Ventura Securities,Friday,2/21/2014
Nifty may open flat: ICICIdirect.com,Friday,2/21/2014
"Global cues positive, but Nifty may buck trend",Friday,2/21/2014
"Sensex snaps 4-day gain, Nifty ends below 6100; banks drag",Thursday,2/20/2014
"Nifty ends below 6100, Sensex sheds 186 pts; ICICI, SBI dip",Thursday,2/20/2014
"Sensex, Nifty slump on China PMI data; ICICI Bank, SBI fall",Thursday,2/20/2014
Tata Power recoups losses; Nifty holds 6100 amid pressure,Thursday,2/20/2014
"Nifty struggles below 6150; Bajaj Auto, Shree Renuka up 2%",Thursday,2/20/2014
Resistance for Nifty at 6200: Sharekhan,Thursday,2/20/2014
"Banks drag, TCS up; Sensex sees profit booking",Thursday,2/20/2014
"Nifty slides below 6150; banks weak, Tata Steel loses 2%",Thursday,2/20/2014
See negative opening: Ventura Securities,Thursday,2/20/2014
Nifty may open gap down: ICICIdirect.com,Thursday,2/20/2014
Opening bell: Weak global cues likely to drag Nifty today,Thursday,2/20/2014
Nifty may touch 6200: Mohit Gaba,Thursday,2/20/2014
"Nifty gains for 4th day, ends above 6150; IT, HDFC twins up",Wednesday,2/19/2014
"Nifty hits 6150, Sensex ends up 89 pts; IT, pharma strong",Wednesday,2/19/2014
"Ranbaxy up 3%, sugar stocks in focus; Sensex sees mild gain",Wednesday,2/19/2014
"Financial Tech & MCX most active; Sensex, Nifty consolidate",Wednesday,2/19/2014
"Sesa Sterlite, Tata Steel slip; Sensex, Nifty take breather",Wednesday,2/19/2014
"Pharma gains, HDFC twins decline; Sensex, Nifty volatile",Wednesday,2/19/2014
Market may open on flat note: Way2Wealth.com,Wednesday,2/19/2014
See flat to negative opening: Ventura Securities,Wednesday,2/19/2014
Nifty may open flat: ICICIdirect.com,Wednesday,2/19/2014
Nifty may move to 6200: Mohit Gaba,Wednesday,2/19/2014
Mixed global cues; Nifty likely to open flat today,Wednesday,2/19/2014
"Banks lift Nifty above 6100, Sensex soars 170; Axis up 4%",Tuesday,2/18/2014
"Sensex ends up 170 pts, Bank Nifty soars 2%; IT, FMCG drag",Tuesday,2/18/2014
"Sensex, Nifty flex muscles post Interim Budget; SBI up 2%",Tuesday,2/18/2014
Expect profit booking around 6150: Astromoneyguru,Tuesday,2/18/2014
"Sensex holds strong gains; ABB up 4% on Q4 nos, Axis leads",Tuesday,2/18/2014
BSE Sensex up 165 pts; Bank Nifty soars 2%; Bharti falls 1%,Tuesday,2/18/2014
"Nifty reclaims 6100; BSE Bankex up 1.5%, Tata Power slips",Tuesday,2/18/2014
Nifty may trade range-bound between 6015-6130: Magnum,Tuesday,2/18/2014
"Sensex up over 100 pts, Bank Nifty gains 1%; Bharti weak",Tuesday,2/18/2014
Support for Nifty at 6036: Sharekhan,Tuesday,2/18/2014
See flat to negative opening: Ventura Securities,Tuesday,2/18/2014
Nifty may open flat: ICICIdirect.com,Tuesday,2/18/2014
Nifty may test 6150: Mohit Gaba,Tuesday,2/18/2014
Global cues mixed; Nifty likely to open flat,Tuesday,2/18/2014
Sensex rises 97 pts post interim Budget; private banks lead,Monday,2/17/2014
"Live Market Updates: Sensex ends up 97 pts, Bank Nifty gains 1%; M&M soars 3%",Monday,2/17/2014
"Live Market Updates: Reliance falls 1%, metals weak; Sensex up over 50 pts",Monday,2/17/2014
"Live Market Updates: Sensex marginally positive; Tata Power up 5%, HDFC soars 2%",Monday,2/17/2014
"Live Market Updates: FM says excise duty cut in auto, infra; Sensex, Nifty flat",Monday,2/17/2014
"Live Market Updates: Sensex, Nifty flat; FM says FY14 GDP growth seen at 4.9%",Monday,2/17/2014
Live Market Updates: Nifty holds 6050 ahead of Vote on Account; Tata Power jumps,Monday,2/17/2014
Resistance for Nifty at 6096: Aditya Birla Money,Monday,2/17/2014
Nifty may trade between 6000-6110: Magnum Equity Broking,Monday,2/17/2014
"Vote on Account: BSE Sensex gains over 50 pts; Bharti up 1%, Coal India weak",Monday,2/17/2014
See some upward reaction: Mohit Gaba,Monday,2/17/2014
Global cues positive; Nifty gears up for Vote on Account,Monday,2/17/2014
"Weekly wrap: Falling inflation helps limit Nifty losses; IT, auto gain",Friday,2/14/2014
Sensex up 173 pts as WPI eases; Vote on Account eyed,Friday,2/14/2014
"Sensex ends up 173 pts; Tata Motors up 3%, Bajaj Auto slips",Friday,2/14/2014
VIX futures to launch: BofA-ML's takeaways,Friday,2/14/2014
"SBI falls 1% as Q3 NPA rises; Sensex, Nifty volatile",Friday,2/14/2014
Sensex volatile; Jan WPI inflation eases to 8-month low,Friday,2/14/2014
Nifty may trade range-bound between 5940-6060: Magnum,Friday,2/14/2014
"BHEL, Sesa Sterlite, Bajaj Auto fall; Nifty, Sensex flat",Friday,2/14/2014
"Nifty holds 6000 amid consolidation; banks, cap goods weak",Friday,2/14/2014
Support for Nifty at 5933: Sharekhan,Friday,2/14/2014
"Sensex, Nifty in green; Bharti up 2%, Sun Pharma gains 1%",Friday,2/14/2014
Nifty may open gap up: ICICIdirect,Friday,2/14/2014
"Sensex trips 255 pts on IIP data; banks drag, Jan WPI eyed",Thursday,2/13/2014
"Sensex plunges 255 pts, Nifty ends at 6001; banks crack",Thursday,2/13/2014
"BSE Sensex falls 150 pts, Asia weak; BHEL, Coal India down",Thursday,2/13/2014
"Sensex, Nifty weak; Sun Pharma up 1% ahead of Q3 earnings",Thursday,2/13/2014
"BSE Sensex loses over 100 pts; Tata Motors, DLF gainers",Thursday,2/13/2014
"Nifty tests 6050; ONGC slips ahead of Q3 nos, HDFC loses",Thursday,2/13/2014
"BSE Sensex, Nifty flat; Cipla slips 5%, ICICI & ITC gainers",Thursday,2/13/2014
See flat to positive opening: Ventura Securities,Thursday,2/13/2014
Nifty may open flat: ICICIdirect.com,Thursday,2/13/2014
"Global cues lift Sensex 85 pts; banks lead, Tata Steel dips",Wednesday,2/12/2014
"Positive on equities, don't bet on Sensex P/E rerating",Wednesday,2/12/2014
"Sensex ends up 85 pts; Tata Steel falls 4%, ICICI up 3%",Wednesday,2/12/2014
Nifty stuck below 6100; rail stocks fall post Budget speech,Wednesday,2/12/2014
Live Market Updates: Sensex up 100 pts; Rail Min keeps freight rates unchanged,Wednesday,2/12/2014
"Sensex, Nifty hold gains ahead of Rail Budget; metals weak",Wednesday,2/12/2014
"Nifty hits 6100; ICICI Bank, Tata Motors soar 2%",Wednesday,2/12/2014
"BSE Sensex gains; Tata Steel falls, rail stocks in focus",Wednesday,2/12/2014
See lower levels in Nifty: Mohit Gaba,Wednesday,2/12/2014
See positive opening: Ventura Securities,Wednesday,2/12/2014
Nifty likely to open higher: ICICIdirect,Wednesday,2/12/2014
"Sensex, Nifty close flat; Tata pack leads, Hindalco down 2%",Tuesday,2/11/2014
"Sensex, Nifty flat; Tata Motors up 3%, rail stocks in focus",Tuesday,2/11/2014
"Sensex, Nifty consolidate; IT up on Nasscom FY15 guidance",Tuesday,2/11/2014
"Nifty holds 6050; Aurobindo Pharma, Tata Motors most active",Tuesday,2/11/2014
"Nifty races towards 6100; Tata group stocks up, Bharti weak",Tuesday,2/11/2014
"Sensex, Nifty rangebound; banks, IT stocks on buyers' radar",Tuesday,2/11/2014
Market likely to remain sideways today: Magnum,Tuesday,2/11/2014
"BSE Sensex up over 50 pts; Tata Motors gains 5%, IT firm",Tuesday,2/11/2014
Nifty likely to open on flat to positive note: ICICIdirect,Tuesday,2/11/2014
"Sensex, Nifty consolidate; DLF gains 3%, Bharti loses 2%",Monday,2/10/2014
"BSE Sensex, Nifty end flat; Bharti, TCS, HUL laggards",Monday,2/10/2014
"Realty gains, Sun Pharma up 2%; Sensex, Nifty rangebound",Monday,2/10/2014
"TCS, Gail, Bharti Airtel top losers; Nifty trades flat",Monday,2/10/2014
"Wockhardt up 4% post Q3 nos, HUL dips 2%; Nifty tepid",Monday,2/10/2014
Nifty above 6050; Tata Motors up 1% ahead of Q3 nos,Monday,2/10/2014
"Below 6110, Nifty may test 6020-6030: Aditya Birla Money",Monday,2/10/2014
Resistance for Nifty at 6120-6150: Way2Wealth.com,Monday,2/10/2014
Support for Nifty at 6028: Sharekhan,Monday,2/10/2014
"BSE Sensex, Nifty flat; DLF surges 5%, telecom stocks weak",Monday,2/10/2014
Market may open on positive note: Ventura Securities,Monday,2/10/2014
"Weekly wrap: Shares end down as global woes, Third Front talk weigh",Friday,2/7/2014
"Nifty closes above 6050; Tata Steel up 6%, pharma rallies",Friday,2/7/2014
"Sensex ends slightly higher; Tata Steel up 7%, HUL falls 2%",Friday,2/7/2014
"Nifty trims gains, metals up; ITC, Ranbaxy, TCS losers",Friday,2/7/2014
"Metal stocks shine, pharma firm; Sensex maintains upmove",Friday,2/7/2014
"Sensex, Nifty hold gains; Tata Steel up 4%, ITC dips 1%",Friday,2/7/2014
"Sun Pharma, Tata Steel, Sesa top gainers; Nifty holds 6050",Friday,2/7/2014
Sensex rises 100 pts on positive global cues; Infosys leads,Friday,2/7/2014
Nifty may open gap up: ICICIdirect.com,Friday,2/7/2014
Global mkts in green; will Nifty open at 6100 today?,Friday,2/7/2014
"Nifty consolidation continues; Coal India up 5%, BHEL loses",Thursday,2/6/2014
"FMCG & auto stocks gain; Sensex, Nifty end flat",Thursday,2/6/2014
"HUL, Wipro, Hindalco gainers; Sensex, Nifty struggle",Thursday,2/6/2014
"Aurobindo, Aban most active ahead of Q3 nos; Sensex weak",Thursday,2/6/2014
"Nifty hovers below 6000; Tata Power, Coal India up 3%",Thursday,2/6/2014
"Nifty breaks 6000; banks, capital goods, IT under pressure",Thursday,2/6/2014
"Sensex, Nifty flat; BHEL falls 3% post Q3 nos, Jet up 10%",Thursday,2/6/2014
Resistance for Nifty at 6060-6100: GEPL Capital,Thursday,2/6/2014
Nifty may open flat: ICICIdirect.com,Thursday,2/6/2014
Market may open on flat to positive note: Ventura,Thursday,2/6/2014
Support for Nifty at 5950: Sharekhan,Thursday,2/6/2014
Global mkts firm; Nifty likely to open in green today,Thursday,2/6/2014
"IT, Tata group stocks keep Nifty above 6000; Ranbaxy up 6%",Wednesday,2/5/2014
"Sensex, Nifty end flat; Ranbaxy up 6%, Tata Steel gain 5%",Wednesday,2/5/2014
Technicals point to potential rebound in Nifty,Wednesday,2/5/2014
"Nifty breaches 6000; auto & realty strong, ITC falls 2%",Wednesday,2/5/2014
Nifty struggles below 6000; BHEL down 2% ahead of Q3 nos,Wednesday,2/5/2014
"Sensex, Nifty under pressure; midcap & smallcap shine",Wednesday,2/5/2014
Resistance for Nifty at 6067: Sharekhan,Wednesday,2/5/2014
"BSE Sensex loses over 50 pts; ITC weak, Tech Mah up 3%",Wednesday,2/5/2014
See flat to positive opening: Ventura Securities,Wednesday,2/5/2014
Nifty may open flat: ICICIdirect.com,Wednesday,2/5/2014
Opening Bell: Here's what is expected from Nifty today,Wednesday,2/5/2014
"Short covering helps Sensex hold 20000; banks, telecom lead",Tuesday,2/4/2014
"Nifty ends at 6000; ITC & Tata Motors lead, banks support",Tuesday,2/4/2014
"TCS & GAIL lose 3%, PSU banks firm; Sensex, Nifty recovers",Tuesday,2/4/2014
"Sensex holds 20000 amid pressure; M&M, HCL Tech fall 4-5%",Tuesday,2/4/2014
"Sensex, Nifty under pressure; SBI, Tata Motors gain 1%",Tuesday,2/4/2014
"Sensex sees some recovery, reclaims 20000; banks support",Tuesday,2/4/2014
Nifty may trade between 5940-6030: Magnum Equity Broking,Tuesday,2/4/2014
"Sensex sheds over 200 pts, Nifty below 6000; banks bleed",Tuesday,2/4/2014
See negative opening: Ventura Securities,Tuesday,2/4/2014
Nifty may open gap down: ICICIdirect.com,Tuesday,2/4/2014
Pre-opening bell: Will global cues spook Indian market?,Tuesday,2/4/2014
Sensex falls 305 pts on China jitters; heavyweights drag,Monday,2/3/2014
"Nifty breaches 6000, Sensex tanks over 300 pts; Lupin up 4%",Monday,2/3/2014
"Sensex slips 200 pts; govt cuts CNG, PNG price",Monday,2/3/2014
"Nifty holds 6050 amid pressure; Bharti, Hindalco fall 3%",Monday,2/3/2014
"Sensex under pressure; M&M, Tata Motors, Bharti top losers",Monday,2/3/2014
"BSE Sensex, Nifty weak: Wipro, & ITC fall, Tata Power up 3%",Monday,2/3/2014
Global cues negative; here's what will move Nifty today,Monday,2/3/2014
"QE taper unnerves bulls, global cues to decide Nifty trend",Saturday,2/1/2014
"Sensex snaps 5-day losing streak; midcap, smallcap outshine",Friday,1/31/2014
"Sensex ends flat; Bank Nifty up 1%, Tata Motors falls 3%",Friday,1/31/2014
"HDFC weak, Marico up 2%; Sensex rangebound",Friday,1/31/2014
"Sensex choppy; PNB gains 5%, Syndicate Bank up 3% on Q3 nos",Friday,1/31/2014
"M&M up 3%, IT & metals strong; Sensex, Nifty flat",Friday,1/31/2014
"Sensex, Nifty volatile but midcap & smallcap gain 1%",Friday,1/31/2014
"Sensex, Nifty flat; Bharti, Tata Steel, SBI early gainers",Friday,1/31/2014
Market to open flat: ICICIdirect,Friday,1/31/2014
Market to open on positive note: Ventura Securities,Friday,1/31/2014
Support for Nifty at 5980-6000: RK Global,Friday,1/31/2014
Cues that may help you trade better today,Friday,1/31/2014
Nifty likely to top 6200 in Feb series: Moneycontrol poll,Thursday,1/30/2014
"Nifty ends below 6100 on expiry; Fed move, China PMI weigh",Thursday,1/30/2014
"Nifty ends Jan series at 6074; SBI falls 4%, Hero down 3%",Thursday,1/30/2014
"Sensex tanks over 200 pts, banks bleed; FM says don't worry",Thursday,1/30/2014
"Sesa down 4.5%, GAIL rises 2%; Sensex under pressure",Thursday,1/30/2014
Nifty falls 1% on expiry day; Sensex cracks; Tata Motors up,Thursday,1/30/2014
"Nifty tests 6050, Sensex sheds 200 pts; Bharti up 2%",Thursday,1/30/2014
Nifty to trade between 6000-6130: Magnum Research,Thursday,1/30/2014
Sensex falls over 150 pts on Fed move; Bank Nifty down 2%,Thursday,1/30/2014
Market likely to open on weak note: Maximus Securities,Thursday,1/30/2014
See gap down opening: ICICIdirect,Thursday,1/30/2014
Market to open on negative note: Ventura Securities,Thursday,1/30/2014
Global mkts in red; will Nifty breach 6100 this expiry?,Thursday,1/30/2014
"Sensex ends flat, eyes FOMC meet, F&O expiry; ICICI drags",Wednesday,1/29/2014
"Nifty ends below 6150; Maruti up 7%, ICICI Bank falls 2%",Wednesday,1/29/2014
"Nifty struggles at 6150; UB stocks in focus, BHEL up 4%",Wednesday,1/29/2014
Maruti extends gains; Sensex maintains positive momentum,Wednesday,1/29/2014
"Nifty clenches on to 6150; metals shine, SBI & HDFC weak",Wednesday,1/29/2014
Sensex holds early gains; ICICI Bank up 1% ahead of Q3 nos,Wednesday,1/29/2014
Nifty to trade between 6090-6200: Magnum,Wednesday,1/29/2014
"Sensex up over 100 pts; Maruti gains 6%, Bharti adds 2%",Wednesday,1/29/2014
Market to open on positive note: Ventura,Wednesday,1/29/2014
Nifty may test 6200-6240: Mohit Gaba,Wednesday,1/29/2014
See flat to positive opening: ICICIdirect.com,Wednesday,1/29/2014
"Global cues positive; ICICI Bk, Airtel Q3 to cheer Nifty?",Wednesday,1/29/2014
"Sensex falls for 3rd day, RBI ups repo rate; Maruti plunges",Tuesday,1/28/2014
"Maruti slumps 8% post Q3 nos, Tata Steel up 4%; Sensex flat",Tuesday,1/28/2014
"Axis Bank, HUL fall 2%; Sensex, Nifty volatile",Tuesday,1/28/2014
Nifty holds 6100 amid pressure; banks weak post RBI policy,Tuesday,1/28/2014
"BSE Sensex weak; Bank Nifty loses 1%, RBI hikes repo rate",Tuesday,1/28/2014
Volatile Nifty holds 6150; banks gain ahead of RBI policy,Tuesday,1/28/2014
"BSE Sensex, Nifty flat; Infosys falls 1%, SBI & Maruti gain",Tuesday,1/28/2014
Expect markets to open on negative note: Ventura Securities,Tuesday,1/28/2014
Expect Nifty to test 6000: Mohit Gaba,Tuesday,1/28/2014
Sensex tanks 426 pts as rupee hits 63/&#36;; RBI policy eyed,Monday,1/27/2014
"Nifty ends below 6150, Sensex sheds 426 pts; HUL up 2%",Monday,1/27/2014
"Sensex, Nifty continue to bleed; Maruti falls 3% as yen up",Monday,1/27/2014
Sensex trips over 300 pts; banks weak ahead of RBI policy,Monday,1/27/2014
"BSE Sensex loses 1%; Bank Nifty dives 3%, Sun Pharma up 1%",Monday,1/27/2014
"Sensex below 21000; auto, banks, metals in bear grip",Monday,1/27/2014
Nifty to trade between 6150-6270: Magnum Research,Monday,1/27/2014
"Sensex tanks over 300 pts; Tata Motors, Sesa, Bharti fall",Monday,1/27/2014
See negative opening: Ventura Securities,Monday,1/27/2014
Nifty likely to open gap down: ICICIdirect,Monday,1/27/2014
Opening Bell: Cues to know before Monday trade begins,Monday,1/27/2014
BSE Option Index clocks Rs 1.25 lakh-cr turnover this month,Saturday,1/25/2014
"Weekly wrap: Late global sell-off wipes most gains; Rupee, RBI hold key",Friday,1/24/2014
"Sensex falls 240 pts; rupee ends at 9-wk low, Ranbaxy tanks",Friday,1/24/2014
"Sensex falls 240 pts; metals extend losses, banks weak",Friday,1/24/2014
"Wipro, Reliance gain 1%; Sensex, Nifty under pressure",Friday,1/24/2014
"Tata Motors, Sesa Sterlite down 3%; Sensex remains weak",Friday,1/24/2014
"BSE Sensex sheds over 150 pts; Bank Nifty falls 2%, IT firm",Friday,1/24/2014
"Nifty breaks 6300, midcaps slide; IT & pharma outperform",Friday,1/24/2014
"Nifty support seen at 6,300 as FIIs sell options",Friday,1/24/2014
"Sensex, Nifty weak; Ranbaxy falls 20% post USFDA ban",Friday,1/24/2014
Nifty likely to trade between 6260-6370: Magnum,Friday,1/24/2014
Market may open lower: Maximus Securities,Friday,1/24/2014
Market to open on negative note: Ventura Securities,Friday,1/24/2014
Expect market to open negative: ICICIdirect,Friday,1/24/2014
"Sensex sees all-time closing high; L&T soars 3%, autos weak",Thursday,1/23/2014
"Sensex makes record closing high, Nifty tests 6350; L&T up",Thursday,1/23/2014
"Mastek up 8%, Cairn India gains 1%; Nifty, Sensex flat",Thursday,1/23/2014
"Sensex, Nifty volatile; L&T, M&M Financial most active",Thursday,1/23/2014
"Nifty, Sensex consolidate; M&M falls 2%, Wipro & ONGC weak",Thursday,1/23/2014
"Sensex, Nifty flat; L&T up 3%, Biocon falls 3% post Q3 nos",Thursday,1/23/2014
See flat to negative opening: Ventura Securities,Thursday,1/23/2014
"Market closes at highest level in 2014, Sensex up 86 pts",Wednesday,1/22/2014
